Temperature,Humidity,Wind_Speed,Cloud_Cover,Pressure,Rain
23.53,84.89,2.60,20.27,997.48,no rain
33.08,58.79,19.73,16.37,1002.31,no rain
30.75,82.33,9.34,7.60,1024.94,no rain
34.21,58.60,15.46,92.49,992.08,no rain
32.99,36.21,7.05,19.43,1027.40,no rain
10.90,68.54,9.76,57.23,988.24,no rain
14.37,61.80,19.30,37.37,1042.59,no rain
19.73,47.70,13.81,55.53,1023.85,no rain
33.80,92.45,0.51,64.26,1020.42,no rain
17.50,56.80,4.64,84.01,993.11,no rain
14.01,32.74,5.19,50.73,1031.86,no rain
32.16,56.75,19.18,32.72,996.52,no rain
21.16,59.72,15.39,18.11,1035.86,no rain
32.70,90.31,13.57,60.68,1034.53,no rain
14.01,85.94,1.39,13.20,1045.76,no rain
26.53,44.00,16.08,85.58,1034.79,no rain
21.01,88.73,3.63,2.78,1005.55,no rain
11.91,47.35,2.98,84.53,1015.75,no rain
27.41,53.94,17.38,21.92,1023.88,no rain
16.18,35.38,0.10,48.79,998.73,no rain
10.99,33.87,1.27,73.05,1036.00,no rain
11.50,77.66,18.39,78.42,1003.04,rain
11.53,94.63,5.03,40.18,989.11,no rain
32.69,64.51,15.49,49.95,984.17,no rain
28.50,89.09,13.14,2.96,1026.20,no rain
32.45,85.56,2.24,34.40,998.53,no rain
26.81,76.53,15.90,26.16,1039.61,no rain
23.22,98.48,4.15,39.01,1034.07,no rain
17.61,86.15,13.91,30.09,988.06,no rain
34.95,49.24,7.62,15.97,1018.87,no rain
19.05,85.23,10.90,94.17,1047.72,rain
21.77,78.49,18.92,42.93,1038.05,no rain
19.46,57.97,5.18,63.78,1041.06,no rain
34.49,35.38,6.02,92.68,998.39,no rain
14.37,45.01,5.85,57.25,1030.78,no rain
18.20,85.81,7.40,12.70,1003.79,no rain
27.01,47.39,11.53,78.86,1037.96,no rain
11.58,99.85,16.01,77.47,987.19,rain
25.18,78.58,17.86,40.46,1027.96,no rain
21.94,63.41,1.22,53.94,1025.14,no rain
17.10,69.93,13.00,42.49,998.29,no rain
15.96,72.76,11.85,22.42,1024.25,no rain
22.86,97.83,12.02,76.29,1043.76,rain
19.20,41.32,15.87,74.44,1023.06,no rain
21.41,49.07,18.76,64.71,992.88,no rain
18.44,79.67,14.97,45.56,1001.43,no rain
34.26,46.79,3.43,46.48,1004.61,no rain
13.34,90.99,19.09,29.84,1001.78,no rain
12.42,54.26,17.30,26.57,1027.91,no rain
18.58,42.66,5.99,84.90,1046.50,no rain
24.78,33.33,2.45,85.94,1015.27,no rain
26.48,71.69,16.12,1.53,1035.32,no rain
19.93,87.77,19.53,71.96,1046.11,rain
34.98,49.17,2.55,32.99,1006.21,no rain
18.80,94.23,13.03,91.93,983.24,rain
28.04,83.04,0.20,24.21,1032.73,no rain
25.94,34.29,0.71,33.54,1031.45,no rain
30.33,70.08,15.70,74.73,1001.23,no rain
34.41,69.72,16.31,7.41,998.84,no rain
32.24,44.17,6.99,70.80,1029.23,no rain
29.11,53.42,8.96,67.47,990.95,no rain
27.46,62.08,15.59,30.40,1039.04,no rain
18.39,33.37,17.15,71.28,1040.24,no rain
13.69,40.48,5.52,90.29,1019.64,no rain
11.57,41.48,15.69,80.39,995.32,no rain
16.05,56.55,4.02,51.78,1046.43,no rain
20.81,82.32,8.95,13.24,996.47,no rain
23.05,88.19,14.38,89.23,1001.63,rain
29.33,41.40,13.72,48.97,1010.93,no rain
33.97,82.63,10.05,40.79,1016.45,no rain
12.93,76.95,13.40,54.78,1011.89,rain
12.68,92.35,1.01,21.35,980.01,no rain
24.74,97.82,5.77,33.62,1040.35,no rain
28.63,38.71,4.33,73.55,981.66,no rain
31.20,35.65,1.64,56.35,1041.71,no rain
33.40,85.98,4.15,76.23,1037.60,no rain
34.59,41.35,17.20,76.20,1045.57,no rain
20.00,43.62,17.93,75.36,1001.98,no rain
19.51,91.74,10.66,14.42,992.58,no rain
13.70,95.73,9.69,65.02,983.80,rain
27.12,52.29,9.26,48.02,1028.14,no rain
26.42,88.95,19.18,6.21,990.96,no rain
31.55,90.12,18.82,83.51,991.75,no rain
12.43,72.38,4.33,21.97,996.13,no rain
22.44,69.63,1.90,1.29,999.50,no rain
24.53,70.31,1.09,64.34,994.95,rain
16.04,51.09,7.15,17.21,1022.52,no rain
14.23,73.32,8.35,6.17,1015.78,no rain
31.49,47.05,4.95,93.38,1025.55,no rain
11.46,42.43,18.40,14.85,1024.94,no rain
21.77,58.91,16.74,52.00,1039.86,no rain
12.90,79.40,14.89,36.73,982.57,no rain
21.43,73.50,9.68,4.47,1019.04,no rain
34.50,97.54,17.73,31.44,1007.02,no rain
20.59,75.25,18.90,35.05,1035.25,no rain
31.43,39.89,17.75,49.34,996.00,no rain
12.93,41.29,5.23,70.67,1022.63,no rain
16.78,36.51,17.28,100.00,998.87,no rain
20.09,43.38,7.01,51.86,996.43,no rain
20.00,71.86,2.47,94.28,1002.95,rain
26.78,88.68,14.87,52.75,984.45,no rain
18.62,92.57,16.18,59.37,1032.25,rain
27.84,58.00,19.74,13.91,1041.69,no rain
25.98,69.10,9.62,57.08,981.19,no rain
19.98,86.64,5.02,26.06,1025.67,no rain
20.79,51.84,1.31,27.40,1019.40,no rain
25.36,71.70,8.26,43.39,1043.38,no rain
11.75,42.19,11.55,65.37,1027.98,no rain
30.56,63.36,9.93,61.73,1009.30,no rain
26.34,42.12,3.26,30.63,1020.47,no rain
28.16,62.37,7.43,2.88,988.91,no rain
23.42,57.78,18.36,24.40,991.35,no rain
12.76,60.33,9.19,45.28,995.67,no rain
20.13,47.06,10.24,90.95,1013.82,no rain
20.13,39.52,9.44,61.04,998.68,no rain
18.03,49.30,7.69,87.75,987.04,no rain
10.75,46.77,1.21,59.40,1016.30,no rain
28.43,81.40,4.58,44.32,1028.85,no rain
12.74,80.19,10.00,32.86,986.75,no rain
25.16,70.91,11.69,97.01,1031.03,no rain
27.58,36.39,9.56,47.82,981.66,no rain
25.87,69.64,7.28,35.92,1028.93,no rain
33.98,35.55,16.07,90.77,1046.72,no rain
12.58,31.27,13.90,81.19,1011.97,no rain
31.68,54.68,18.91,58.87,984.61,no rain
10.73,46.84,0.55,56.61,999.79,no rain
23.37,71.63,14.88,49.74,990.33,no rain
20.11,95.00,1.23,9.63,1015.07,no rain
23.10,80.39,5.82,68.75,992.66,rain
19.13,83.72,18.34,37.55,1049.75,no rain
14.76,96.56,15.51,1.70,1009.37,no rain
10.48,74.39,13.24,72.61,1007.11,rain
22.95,70.44,7.99,12.93,984.49,no rain
31.07,72.13,1.00,79.79,1021.90,no rain
19.33,90.61,5.21,25.96,988.70,no rain
15.57,57.17,9.62,58.64,998.32,no rain
12.01,85.67,8.46,56.98,1000.94,rain
12.13,75.66,9.16,17.69,986.87,no rain
15.53,51.32,0.61,43.90,1038.10,no rain
12.50,30.96,12.66,81.90,987.74,no rain
16.63,44.69,9.02,97.20,1013.81,no rain
11.65,79.00,0.34,1.82,1000.23,no rain
11.64,70.58,18.78,14.67,996.56,no rain
31.41,49.22,3.95,61.74,995.63,no rain
14.05,60.40,3.39,0.25,1026.89,no rain
23.99,76.28,15.10,75.80,1035.57,rain
29.34,38.90,6.97,58.30,1008.62,no rain
21.41,60.26,12.23,67.29,1002.30,no rain
13.83,59.16,0.12,62.42,1031.17,no rain
14.99,67.98,8.63,59.90,998.84,no rain
20.82,66.53,0.50,10.24,1040.93,no rain
23.21,55.74,4.19,23.52,1000.57,no rain
18.74,83.39,3.89,46.39,983.59,no rain
29.54,34.71,19.42,33.44,1012.92,no rain
28.78,32.49,6.05,78.31,1000.99,no rain
33.18,59.42,16.79,67.53,1012.62,no rain
10.72,92.77,8.42,31.15,1000.44,no rain
32.39,49.43,17.24,95.11,1049.09,no rain
19.81,42.06,13.26,64.42,1048.22,no rain
31.96,94.97,0.14,84.66,1023.23,no rain
27.27,41.78,2.23,90.46,1043.46,no rain
34.68,56.24,0.63,19.76,1001.91,no rain
28.98,81.03,1.81,39.77,1035.15,no rain
19.11,48.26,4.41,6.10,1033.55,no rain
22.53,46.09,15.71,14.78,1004.87,no rain
19.41,57.84,14.67,58.75,1030.50,no rain
19.12,85.12,4.89,51.71,986.55,rain
16.52,93.77,7.81,43.75,996.28,no rain
22.40,32.19,17.19,71.70,994.69,no rain
27.04,41.56,1.45,26.59,1023.80,no rain
16.93,97.10,11.30,41.44,994.12,no rain
23.11,71.50,2.30,93.82,999.85,rain
12.93,68.60,19.88,56.71,999.07,no rain
14.00,86.95,8.83,68.14,1046.03,rain
11.17,32.78,18.31,74.55,1046.36,no rain
34.27,30.97,3.06,44.67,1038.22,no rain
10.10,97.72,19.81,43.08,1011.61,no rain
14.46,88.00,1.19,47.02,1014.30,no rain
25.32,82.32,1.18,86.20,1006.22,no rain
12.03,40.90,16.46,36.36,1012.26,no rain
32.05,63.36,15.53,88.53,989.91,no rain
27.99,95.61,4.96,4.09,998.97,no rain
34.16,95.35,4.94,25.28,992.96,no rain
22.69,30.65,9.45,89.74,1041.66,no rain
17.51,82.67,18.87,93.28,1028.30,rain
23.74,30.44,12.52,20.77,989.33,no rain
33.27,98.90,16.65,21.72,1010.13,no rain
23.02,59.19,17.34,75.42,1002.79,no rain
16.68,98.15,2.69,36.15,981.05,no rain
31.93,55.74,11.58,20.57,1031.76,no rain
19.30,50.52,19.74,22.72,1010.81,no rain
10.03,52.14,1.91,30.42,1005.32,no rain
16.19,81.15,8.87,83.30,992.75,rain
17.96,43.98,15.30,45.64,1014.18,no rain
31.47,90.48,19.79,12.71,999.01,no rain
21.46,71.34,2.39,37.15,1015.54,no rain
21.11,97.89,8.09,32.32,997.53,no rain
18.40,99.10,15.06,7.61,1000.49,no rain
32.02,42.96,11.88,82.33,1009.76,no rain
33.63,96.90,17.57,73.14,1022.76,no rain
34.80,33.26,2.04,43.56,1038.98,no rain
19.42,31.95,10.85,70.15,999.51,no rain
34.15,96.07,12.18,33.87,1002.92,no rain
29.80,97.37,16.29,93.58,1025.13,no rain
26.89,40.31,16.91,50.08,1049.64,no rain
16.12,60.97,9.48,11.12,996.15,no rain
15.41,64.59,12.09,47.52,995.45,no rain
14.15,90.22,0.16,36.01,1037.42,no rain
33.07,73.95,13.78,3.41,1035.86,no rain
17.35,84.22,0.31,34.97,1003.03,no rain
21.33,63.96,12.94,97.63,981.03,no rain
22.35,75.39,10.12,25.96,1010.07,no rain
29.45,81.48,19.08,72.40,1018.04,no rain
31.11,81.65,3.26,15.41,1033.21,no rain
13.48,30.12,7.68,16.93,1026.27,no rain
20.67,36.99,17.15,29.65,1027.05,no rain
31.07,55.46,10.28,1.46,1036.24,no rain
30.45,34.28,16.29,48.36,1034.24,no rain
12.56,56.81,10.15,96.98,1013.13,no rain
13.91,57.27,13.65,28.15,987.34,no rain
17.60,94.42,17.63,66.98,1037.00,rain
11.88,69.70,1.10,84.43,1022.12,no rain
20.62,79.44,17.62,93.95,982.31,rain
12.69,92.10,3.58,2.53,1035.19,no rain
24.21,60.95,15.11,84.51,1007.53,no rain
16.16,30.14,11.32,8.14,1001.99,no rain
24.91,49.97,6.66,31.34,1016.05,no rain
12.94,86.99,19.17,74.27,1027.01,rain
34.40,93.13,16.83,36.82,1044.74,no rain
33.31,54.61,5.71,5.65,981.82,no rain
19.79,50.58,4.05,74.32,1001.33,no rain
16.05,94.72,7.18,55.68,982.83,rain
16.26,54.58,6.64,46.53,1039.02,no rain
22.08,75.66,3.20,41.36,1029.25,no rain
11.00,49.62,18.75,62.82,998.94,no rain
25.99,36.85,17.75,91.70,1033.86,no rain
20.21,65.09,17.50,42.05,1024.34,no rain
19.44,94.63,9.11,38.76,1026.21,no rain
30.23,73.30,15.79,36.13,1032.53,no rain
27.73,44.62,7.21,19.92,991.27,no rain
33.86,77.77,17.21,83.28,1022.03,no rain
18.80,83.79,18.13,23.02,1016.24,no rain
32.44,52.45,10.77,55.44,1003.83,no rain
29.25,69.14,9.52,78.13,1031.14,no rain
18.94,77.74,10.65,2.58,1010.40,no rain
25.54,41.22,4.76,50.35,1012.90,no rain
17.21,97.49,1.84,40.22,994.65,no rain
31.86,61.59,7.74,7.28,1031.73,no rain
12.81,98.58,15.68,81.87,980.74,rain
15.31,43.27,13.64,40.30,1014.81,no rain
14.58,63.86,16.82,37.27,1017.64,no rain
20.08,41.61,9.03,67.34,998.73,no rain
28.63,30.71,2.49,44.35,991.80,no rain
23.17,46.65,10.45,37.21,1004.36,no rain
22.19,58.22,0.79,56.24,987.41,no rain
10.01,60.18,8.62,36.12,1030.48,no rain
20.64,92.06,4.03,75.36,1020.68,rain
11.59,74.50,16.88,75.83,982.92,rain
15.21,60.41,2.58,75.50,1046.77,no rain
33.31,99.16,9.49,79.03,1034.02,no rain
15.38,73.00,7.70,54.35,1048.21,rain
31.46,52.59,16.91,82.01,1024.99,no rain
30.07,78.39,11.23,26.85,1045.95,no rain
13.98,64.70,9.50,91.44,1036.22,no rain
25.14,91.68,11.92,40.20,1001.61,no rain
12.89,92.76,4.64,53.02,1032.79,rain
28.20,55.71,10.43,16.62,988.51,no rain
25.94,69.36,7.00,3.50,1015.44,no rain
30.30,48.60,2.18,9.18,1043.61,no rain
21.98,73.86,15.83,0.22,1016.72,no rain
32.87,99.46,7.22,77.06,1046.27,no rain
11.23,88.28,5.58,75.96,1006.72,rain
17.32,55.65,0.01,41.68,1016.69,no rain
27.88,36.68,0.76,60.86,1019.86,no rain
20.45,97.67,5.04,15.00,1047.23,no rain
14.32,57.27,6.59,84.45,1029.54,no rain
12.68,50.54,13.98,62.11,1021.64,no rain
30.43,52.14,7.37,35.24,984.60,no rain
21.83,64.29,15.93,85.63,995.61,no rain
32.06,96.97,11.74,71.06,988.64,no rain
28.33,99.06,7.01,41.83,1015.78,no rain
20.24,50.73,3.15,36.31,1049.36,no rain
19.34,54.60,0.03,20.15,1038.63,no rain
22.89,65.83,7.66,17.48,1014.22,no rain
32.23,30.57,8.13,45.15,1016.01,no rain
28.43,42.24,7.28,37.00,982.89,no rain
10.13,95.52,16.05,6.14,1038.47,no rain
27.35,32.06,1.91,31.01,1006.73,no rain
32.99,37.07,2.30,13.37,981.94,no rain
27.76,59.45,4.67,80.21,1044.70,no rain
14.43,81.20,10.27,47.82,1010.79,no rain
22.09,48.82,14.52,18.41,1027.22,no rain
13.51,51.42,18.07,16.14,1017.80,no rain
18.97,51.38,5.34,81.86,1035.28,no rain
33.43,91.08,2.56,55.68,1047.37,no rain
33.08,45.83,10.18,50.29,1023.47,no rain
17.07,69.37,5.99,44.80,988.18,no rain
18.49,100.00,19.69,74.45,1021.18,rain
25.01,80.99,0.80,55.03,982.22,no rain
34.08,53.54,3.82,11.93,1004.14,no rain
13.70,83.58,15.07,6.95,985.18,no rain
16.42,96.77,7.73,26.79,1000.00,no rain
31.84,56.15,11.24,97.33,1042.91,no rain
22.30,79.56,16.31,8.17,994.83,no rain
32.47,35.31,13.34,53.80,1034.78,no rain
14.64,92.67,12.07,92.09,1007.75,rain
23.32,36.74,13.64,7.69,1005.84,no rain
18.16,56.10,1.28,19.03,1039.11,no rain
17.91,67.98,1.96,62.10,1008.89,no rain
21.17,48.45,12.15,1.38,1048.77,no rain
20.83,75.45,7.36,92.63,993.92,rain
18.93,68.81,19.91,10.74,1041.56,no rain
32.87,80.20,16.41,6.04,998.98,no rain
28.29,54.79,18.53,19.22,1018.87,no rain
28.19,68.22,3.61,61.03,988.39,no rain
17.25,86.85,12.49,94.11,983.28,rain
24.44,86.75,0.56,47.91,1006.09,no rain
29.48,80.00,14.70,53.53,992.55,no rain
29.89,67.94,0.84,44.31,1014.17,no rain
18.61,77.13,13.48,53.63,997.01,rain
29.27,36.08,4.25,26.94,982.72,no rain
28.40,62.99,11.82,69.49,1030.28,no rain
13.54,90.21,5.52,70.99,1003.37,rain
31.65,72.52,0.45,52.08,992.06,no rain
21.03,95.92,13.71,85.95,1046.36,rain
22.16,48.35,8.97,66.08,1014.20,no rain
21.21,36.74,14.48,49.35,1019.41,no rain
24.20,73.86,1.13,84.21,1047.36,rain
25.53,36.36,10.60,58.43,988.27,no rain
22.45,84.75,1.09,7.60,992.76,no rain
31.67,47.97,2.88,80.26,1029.71,no rain
25.69,67.71,15.69,84.56,1019.26,no rain
20.04,86.80,4.57,4.81,1009.07,no rain
20.42,85.16,1.87,77.04,987.85,rain
30.27,64.72,2.84,98.09,1020.88,no rain
18.70,98.31,2.83,79.07,1010.90,rain
15.29,64.83,16.88,39.79,1026.97,no rain
11.48,49.52,11.80,71.77,1001.03,no rain
31.90,51.17,15.85,29.22,1008.18,no rain
32.96,82.05,5.14,65.77,1001.56,no rain
13.00,60.60,12.53,51.75,994.07,no rain
18.36,59.32,17.98,66.22,1015.56,no rain
14.38,31.43,10.68,41.38,1038.04,no rain
12.90,51.37,17.41,15.42,982.41,no rain
32.50,90.23,4.36,42.10,1013.98,no rain
11.42,86.25,19.34,47.74,1032.65,no rain
34.51,82.26,1.59,67.79,1024.38,no rain
12.41,31.62,15.22,28.45,1049.51,no rain
31.59,31.89,4.03,64.57,984.01,no rain
24.16,51.80,2.34,23.38,991.32,no rain
19.20,63.21,11.18,76.49,1002.38,no rain
18.56,93.68,6.34,72.21,980.44,rain
28.93,56.92,4.45,11.77,1016.36,no rain
17.86,50.20,8.78,59.27,1024.84,no rain
26.43,69.98,19.77,8.81,1009.31,no rain
22.93,94.03,12.65,96.91,1009.21,rain
22.12,81.70,5.57,33.92,1041.41,no rain
32.53,89.97,19.72,2.03,1022.83,no rain
23.87,42.75,5.58,50.36,998.45,no rain
30.67,38.80,14.39,12.19,1002.38,no rain
28.14,68.08,5.27,65.09,994.06,no rain
10.96,78.82,15.49,73.10,998.53,rain
29.33,96.85,12.88,85.93,1026.91,no rain
15.42,56.01,11.45,88.86,1024.64,no rain
32.58,54.26,9.18,30.94,998.32,no rain
11.07,66.11,4.86,35.78,1017.78,no rain
18.33,77.95,12.19,97.45,1040.24,rain
12.49,69.62,17.49,43.39,998.79,no rain
21.89,80.61,0.63,40.47,981.74,no rain
30.50,56.62,14.65,92.54,999.33,no rain
17.45,90.35,17.60,18.73,1045.85,no rain
13.77,42.81,12.34,47.41,981.44,no rain
18.26,52.11,5.17,48.54,988.51,no rain
30.35,84.16,7.03,74.25,992.16,no rain
13.51,53.50,14.98,43.54,1029.44,no rain
15.68,76.77,7.34,86.32,1048.51,rain
11.72,50.15,0.16,67.02,1021.18,no rain
27.64,43.10,2.11,93.10,986.19,no rain
19.88,51.05,5.71,26.20,1012.06,no rain
17.77,92.09,7.86,81.24,1034.81,rain
27.97,62.26,7.29,11.68,992.54,no rain
18.40,45.78,16.13,80.19,1000.71,no rain
28.19,52.50,4.43,84.87,1026.73,no rain
30.38,30.19,8.21,40.66,1002.25,no rain
15.44,82.91,16.28,70.00,1031.02,rain
34.35,45.80,15.87,96.87,1035.66,no rain
14.06,71.85,4.10,18.49,1038.15,no rain
17.27,31.76,7.28,61.81,1018.59,no rain
14.49,88.41,3.13,4.74,1006.52,no rain
18.64,43.12,1.80,33.86,1023.29,no rain
22.00,30.33,11.08,14.12,993.04,no rain
23.05,51.08,6.39,53.68,994.32,no rain
31.34,94.43,10.27,60.32,1037.31,no rain
32.24,48.38,11.76,98.94,1037.21,no rain
15.50,65.24,12.12,96.68,1008.48,no rain
25.57,58.51,18.82,88.27,1012.72,no rain
12.79,50.60,4.69,56.75,1010.08,no rain
21.47,94.91,17.96,88.61,1011.67,rain
18.06,85.23,1.03,35.49,995.95,no rain
17.91,83.33,0.61,20.09,995.28,no rain
22.06,66.83,2.18,52.60,1038.29,no rain
28.25,87.74,12.87,53.12,1026.70,no rain
11.73,62.09,10.61,91.01,1048.30,no rain
31.98,62.56,3.24,0.57,991.22,no rain
28.37,64.56,2.96,85.56,1044.64,no rain
14.41,46.58,10.59,60.82,1033.59,no rain
33.48,94.66,19.18,93.96,1016.93,no rain
22.66,48.11,3.65,74.52,1025.73,no rain
35.00,43.87,5.18,36.63,1038.63,no rain
14.93,47.06,2.41,63.48,1016.93,no rain
23.37,87.21,11.89,36.97,1025.32,no rain
17.26,83.80,18.54,92.16,1048.37,rain
17.60,59.90,4.76,1.97,1030.42,no rain
24.78,30.96,9.45,55.48,985.49,no rain
33.04,98.30,18.15,50.73,1030.18,no rain
30.13,39.28,14.17,19.01,1048.17,no rain
28.10,89.60,10.57,42.81,1007.35,no rain
23.98,84.72,12.79,29.69,983.04,no rain
33.06,95.67,14.62,67.04,1030.91,no rain
22.31,84.14,14.57,75.31,1001.64,rain
31.85,53.20,9.70,77.14,1044.25,no rain
30.85,46.23,5.63,39.44,992.78,no rain
15.35,56.44,4.12,19.14,1006.37,no rain
29.28,44.22,18.37,29.41,981.66,no rain
10.30,80.37,1.16,53.47,1010.71,rain
18.07,87.86,6.74,61.53,993.30,rain
15.74,75.25,13.80,79.49,1021.80,rain
22.67,43.03,12.00,71.97,1032.23,no rain
28.42,32.62,8.66,17.44,999.59,no rain
12.44,70.63,2.08,74.40,989.36,rain
22.87,62.39,2.79,11.51,988.38,no rain
33.46,43.98,13.93,91.78,997.83,no rain
15.72,55.77,9.67,68.98,1037.99,no rain
26.93,67.90,6.79,11.19,1010.31,no rain
24.82,74.30,7.50,83.66,993.51,rain
10.25,63.37,8.57,67.84,999.85,no rain
21.90,98.00,13.66,71.19,1004.49,rain
27.72,33.24,12.02,48.74,994.28,no rain
11.10,76.07,1.41,60.47,1017.77,rain
31.99,93.67,3.15,42.81,1019.86,no rain
23.00,46.56,1.41,56.75,1034.57,no rain
10.77,44.96,0.69,78.98,1028.69,no rain
15.61,83.36,15.52,19.98,997.21,no rain
33.84,64.05,17.02,87.59,991.03,no rain
24.56,99.45,8.32,30.60,1043.27,no rain
12.69,71.24,19.38,14.76,1037.79,no rain
17.19,94.64,17.27,63.45,980.52,rain
21.42,30.85,17.21,52.44,981.64,no rain
10.52,40.82,7.34,29.15,1014.22,no rain
20.29,77.91,19.09,62.82,1038.68,rain
22.24,59.15,14.98,71.44,1044.77,no rain
16.09,88.52,7.07,27.26,993.58,no rain
24.72,60.02,17.78,11.66,1036.65,no rain
28.83,79.91,0.08,51.03,1009.12,no rain
15.90,69.63,11.43,28.30,1025.64,no rain
25.51,38.39,10.40,32.52,1002.09,no rain
25.99,80.26,1.64,49.40,988.82,no rain
33.71,79.45,17.25,73.12,1029.53,no rain
29.46,38.10,5.63,1.50,1001.56,no rain
31.21,69.33,7.53,47.82,982.08,no rain
22.26,53.50,9.50,12.35,1047.68,no rain
14.63,62.12,16.34,85.32,1010.02,no rain
34.90,59.59,11.90,25.98,986.95,no rain
13.23,37.33,11.28,40.40,1036.87,no rain
21.79,41.06,7.25,4.74,1039.40,no rain
11.70,36.08,5.59,14.91,1001.09,no rain
33.60,43.47,9.56,0.18,1027.79,no rain
34.12,89.67,5.11,36.00,988.42,no rain
27.98,31.72,6.79,81.07,1007.10,no rain
18.75,60.21,8.81,57.58,995.51,no rain
16.36,86.07,16.87,83.99,997.19,rain
16.63,37.02,18.61,17.55,1047.54,no rain
13.18,45.94,16.59,67.73,982.43,no rain
23.15,80.92,10.51,74.59,1018.55,rain
13.55,75.33,14.23,34.40,1024.55,no rain
17.92,69.41,6.70,11.43,1003.37,no rain
25.67,42.01,9.18,74.22,997.01,no rain
28.19,85.62,18.81,52.15,1035.75,no rain
10.61,39.90,7.10,46.97,991.97,no rain
20.75,39.44,3.46,83.71,1025.54,no rain
26.30,85.65,9.44,49.29,1049.99,no rain
31.33,55.85,13.05,29.50,1038.65,no rain
21.88,51.88,2.53,74.84,1009.66,no rain
34.23,49.51,2.44,26.98,1027.72,no rain
16.64,52.75,6.07,27.63,1021.19,no rain
10.34,53.84,18.15,20.87,1025.65,no rain
22.09,78.75,13.49,10.34,1001.80,no rain
16.40,46.82,4.44,80.16,1015.35,no rain
30.59,52.77,12.07,70.07,985.35,no rain
15.82,84.33,13.20,38.32,996.24,no rain
17.77,93.92,10.46,72.50,1007.98,rain
29.78,72.90,15.19,96.12,990.97,no rain
27.88,37.36,0.49,46.62,991.16,no rain
23.95,67.91,3.82,48.83,992.48,no rain
27.62,73.94,19.33,52.91,1018.61,no rain
20.47,51.98,9.95,26.66,1011.67,no rain
10.13,87.96,1.53,24.80,1023.54,no rain
10.28,84.75,6.16,48.84,1048.67,no rain
22.78,70.27,0.04,50.07,1022.49,rain
12.08,40.15,11.59,28.93,995.77,no rain
11.28,78.82,19.99,58.23,998.58,rain
34.14,92.67,11.80,77.08,993.82,no rain
31.48,47.51,12.20,68.96,1034.38,no rain
13.80,97.11,6.55,14.71,1014.78,no rain
10.02,83.99,4.74,64.24,987.95,rain
33.54,51.02,10.16,0.34,1041.16,no rain
16.96,73.18,18.00,39.27,1007.70,no rain
14.65,51.55,0.20,46.10,1022.67,no rain
27.29,36.96,11.39,79.56,1048.22,no rain
12.72,87.69,8.57,88.01,1020.85,rain
16.62,76.61,12.42,71.82,1015.57,rain
34.38,72.98,16.80,77.53,1043.55,no rain
25.99,39.95,8.98,93.16,1042.68,no rain
23.02,56.42,4.35,48.45,1011.91,no rain
19.95,91.36,7.53,27.97,1027.78,no rain
29.36,41.43,3.01,37.01,1027.45,no rain
13.52,33.35,1.70,42.86,1000.75,no rain
34.18,43.38,7.52,31.62,991.43,no rain
31.53,47.51,12.51,30.37,1019.82,no rain
25.44,84.85,5.26,98.27,982.53,no rain
11.07,75.37,18.31,99.23,1037.60,rain
27.52,31.21,13.78,64.29,1033.24,no rain
32.83,31.21,13.73,80.98,1029.62,no rain
23.11,69.68,13.83,72.11,1044.97,no rain
18.86,74.33,0.03,68.21,1047.06,rain
13.01,38.78,16.26,14.65,1012.71,no rain
28.87,72.73,18.35,13.67,1027.24,no rain
32.13,46.82,0.39,88.58,1048.22,no rain
12.51,53.57,11.97,1.43,1039.74,no rain
28.97,58.62,13.53,67.98,1025.79,no rain
10.43,38.13,3.92,80.48,1010.76,no rain
34.18,97.42,16.76,71.79,1031.98,no rain
25.38,98.16,12.52,14.44,984.09,no rain
23.81,61.15,4.50,64.05,981.62,no rain
17.40,48.02,19.34,12.35,1032.75,no rain
33.23,97.10,4.32,46.22,989.07,no rain
16.65,87.26,13.57,65.48,1036.83,rain
30.70,80.70,9.48,37.19,1007.61,no rain
34.63,62.33,14.47,51.72,1046.61,no rain
29.58,58.74,1.96,94.70,984.48,no rain
22.97,84.55,19.05,31.04,1015.20,no rain
11.65,66.37,4.09,17.50,998.89,no rain
21.81,76.24,4.41,90.76,987.08,rain
20.96,69.63,11.08,48.33,1017.88,no rain
15.07,79.85,6.99,49.64,980.44,no rain
20.59,36.59,8.84,95.36,994.72,no rain
18.94,56.43,0.74,26.78,1011.63,no rain
14.09,41.70,4.70,79.65,1004.23,no rain
21.03,46.94,15.47,56.02,1040.42,no rain
16.57,44.06,18.04,69.00,1000.01,no rain
23.05,65.23,4.67,47.06,1002.55,no rain
10.88,31.33,15.47,38.39,1043.75,no rain
32.66,97.48,0.58,14.41,992.00,no rain
30.41,66.33,0.89,98.75,1023.72,no rain
23.81,33.68,7.86,72.72,1007.71,no rain
31.30,77.74,2.96,45.51,984.56,no rain
34.06,48.82,3.32,49.29,1035.78,no rain
12.76,37.47,12.55,0.03,1049.87,no rain
25.77,88.12,17.16,2.96,1009.57,no rain
34.95,43.85,15.58,80.76,1021.88,no rain
34.70,37.33,6.73,4.62,1038.60,no rain
25.08,33.98,17.50,77.17,1035.00,no rain
13.20,81.00,16.83,71.34,1015.35,rain
24.58,75.87,10.48,67.93,999.89,rain
10.05,30.57,9.52,54.45,997.63,no rain
14.97,45.50,1.17,34.73,1040.85,no rain
33.90,79.33,3.01,97.26,985.37,no rain
18.26,40.65,1.71,91.07,1021.32,no rain
